MMSI,일시,위도,경도,SOG,COG,Heading
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:52:36,37.28466,126.405156666667,6.3,209.3,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:52:46,37.2844016666667,126.40497,6.4,210.4,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:52:55,37.28417,126.404796666667,6.3,211.6,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:53:05,37.2838866666667,126.404583333333,6.5,211.7,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:53:26,37.283365,126.4042,6.5,210.7,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:53:36,37.2831016666667,126.404011666667,6.6,209.5,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:53:45,37.2828333333333,126.403821666667,6.6,208.3,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:53:55,37.2825666666667,126.403633333333,6.6,210.2,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:54:05,37.2822983333333,126.403443333333,6.6,209.6,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:55:26,37.2801833333333,126.401851666667,6.5,212.5,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:55:36,37.2799233333333,126.401638333333,6.5,214.9,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:55:46,37.279645,126.401396666667,6.6,215.1,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:55:57,37.2793666666667,126.40116,6.7,210.7,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:56:05,37.2791416666667,126.401011666667,6.8,205.9,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:56:16,37.2788316666667,126.400816666667,6.8,203.5,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:57:32,37.2767666666667,126.399348333333,6.8,209.7,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:57:41,37.2765266666667,126.399161666667,6.7,211.1,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:57:51,37.27626,126.398951666667,6.8,211.9,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:58:03,37.27597,126.398716666667,6.8,214.1,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:58:12,37.2757016666667,126.398503333333,6.8,211.3,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:58:21,37.2754916666667,126.398331666667,6.8,213.5,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:59:44,37.2732966666667,126.39648,6.7,214.9,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 11:59:54,37.27306,126.396281666667,6.7,214.1,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 12:00:03,37.27282,126.39609,6.8,213.7,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 12:00:13,37.27252,126.395865,6.8,209.7,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 12:00:22,37.272275,126.395686666667,6.8,212.1,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 12:00:33,37.272005,126.395485,6.7,211.0,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 12:00:44,37.2716783333333,126.39524,6.7,211.0,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 12:02:13,37.2692966666667,126.393463333333,6.8,209.4,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 12:02:22,37.2690466666667,126.393295,6.7,207.1,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 12:02:32,37.268765,126.39311,6.8,208.8,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 12:02:41,37.2684833333333,126.392923333333,6.9,208.0,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 12:02:52,37.2682016666667,126.392736666667,6.8,207.8,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 12:04:33,37.26536,126.390765,6.9,212.5,264.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 12:04:42,37.2651183333333,126.390571666667,6.8,213.0,340.0
Prl71eOVKe1TBaLDFXa1Bw==,2020-03-16 12:04:53,37.2648166666667,126.390343333333,6.8,212.1,95.0
