MMSI,일시,위도,경도,SOG,COG,Heading
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:50:41,37.3343166666667,126.38695,19.5,260.2,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:50:47,37.33425,126.386383333333,19.7,260.0,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:50:53,37.33415,126.385716666667,19.6,260.1,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:50:59,37.3340666666667,126.38515,19.7,260.0,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:51:05,37.33395,126.384316666667,19.6,259.9,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:51:12,37.3338666666667,126.383633333333,19.7,259.8,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:51:17,37.3337833333333,126.383066666667,19.7,259.7,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:51:23,37.33365,126.382233333333,19.7,259.6,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:51:29,37.3335833333333,126.381766666667,19.7,259.1,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:51:35,37.3334833333333,126.3811,19.7,259.0,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:51:41,37.33335,126.38025,19.7,259.2,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:51:54,37.33315,126.3789,19.7,259.3,259
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:51:59,37.3330833333333,126.37845,19.8,259.4,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:52:05,37.3329666666667,126.3777,19.7,259.7,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:52:11,37.33285,126.376865,19.7,259.8,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:52:17,37.33275,126.376183333333,19.8,259.7,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:52:23,37.33265,126.37545,19.7,259.8,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:52:29,37.3325666666667,126.374883333333,19.7,259.6,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:52:35,37.3324833333333,126.374383333333,19.9,259.2,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:52:41,37.3323666666667,126.37355,19.8,259.4,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:52:47,37.33225,126.372816666667,19.8,259.3,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:52:53,37.33215,126.37215,19.7,259.3,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:52:59,37.3320666666667,126.371583333333,19.8,259.4,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:53:05,37.3319666666667,126.37085,19.8,259.5,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:53:11,37.3318666666667,126.370165,19.9,259.8,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:53:17,37.3317833333333,126.3696,19.8,259.7,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:53:23,37.3316666666667,126.36875,19.7,260.0,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:53:30,37.3315666666667,126.368066666667,19.7,259.8,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:53:35,37.3314833333333,126.3675,19.8,259.7,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:53:41,37.3313666666667,126.36665,19.7,259.7,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:53:48,37.3312833333333,126.366083333333,19.8,259.5,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:53:53,37.3311666666667,126.36535,19.7,259.8,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:53:59,37.3310666666667,126.364665,19.8,259.8,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:54:05,37.331,126.3641,19.8,259.7,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:54:11,37.3308666666667,126.36325,19.8,259.8,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:54:17,37.3308,126.362666666667,19.7,259.8,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:54:24,37.3307,126.362,19.8,259.9,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:54:29,37.3306,126.36125,19.8,259.9,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:54:35,37.3305,126.360566666667,19.8,259.8,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:54:41,37.3304,126.359833333333,19.7,260.0,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:54:48,37.3303,126.35915,19.7,259.8,260
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:54:53,37.3302333333333,126.3586,19.7,259.8,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:55:05,37.33005,126.35735,19.7,259.8,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:55:11,37.3299333333333,126.3565,19.7,259.9,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:55:17,37.3298333333333,126.355766666667,19.7,260.0,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:55:23,37.3297333333333,126.3551,19.8,260.2,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:55:29,37.3296666666667,126.3546,19.8,260.3,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:55:35,37.3295666666667,126.353798333333,19.7,260.4,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-21 18:55:41,37.3294666666667,126.353066666667,19.8,260.6,263
