MMSI,일시,위도,경도,SOG,COG,Heading
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:51:38,37.3349333333333,126.386816666667,19.7,261.1,264
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:51:45,37.33485,126.3862,19.7,261.0,264
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:51:51,37.3347833333333,126.385583333333,19.8,261.0,264
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:52:15,37.3344333333333,126.3828,19.6,260.7,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:52:27,37.3342166666667,126.38115,19.7,260.6,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:52:32,37.3341833333333,126.380816666667,19.6,260.8,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:52:39,37.3340833333333,126.380016666667,19.5,260.9,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:52:51,37.3339166666667,126.378783333333,19.6,261.0,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:52:56,37.3338166666667,126.37805,19.6,261.0,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:53:02,37.3337166666667,126.37725,19.6,260.9,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:53:15,37.3335666666667,126.376016666667,19.6,260.4,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:53:18,37.3335,126.375516666667,19.6,260.3,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:53:27,37.3333833333333,126.374666666667,19.6,260.1,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:53:37,37.3332166666667,126.37355,19.6,260.4,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:53:38,37.3332,126.373333333333,19.6,260.5,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:53:51,37.333,126.371916666667,19.6,260.5,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:54:02,37.3328166666667,126.37045,19.5,260.8,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:54:14,37.33265,126.369216666667,19.6,261.0,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:54:27,37.3324833333333,126.367916666667,19.6,261.1,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:54:33,37.3323833333333,126.367083333333,19.6,260.8,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:54:38,37.3323166666667,126.366566666667,19.6,261.0,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:54:51,37.3321333333333,126.36515,19.7,260.7,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:55:02,37.3319333333333,126.363666666667,19.7,260.5,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:55:14,37.3317666666667,126.362366666667,19.7,260.5,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:55:27,37.3316166666667,126.361116666667,19.7,260.8,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:55:33,37.3315,126.360283333333,19.7,260.9,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:55:39,37.3314166666667,126.359666666667,19.7,261.1,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:55:44,37.3313333333333,126.359033333333,19.7,261.3,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:55:51,37.3312666666667,126.358415,19.7,261.2,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:55:57,37.33115,126.357515,19.8,261.1,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:56:02,37.3310666666667,126.356883333333,19.7,261.1,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:56:09,37.3309833333333,126.35615,19.7,260.9,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:56:14,37.3309166666667,126.355633333333,19.8,260.8,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:56:20,37.3308333333333,126.355016666667,19.8,260.8,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:56:27,37.3307333333333,126.354266666667,19.8,260.7,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:56:39,37.3305333333333,126.352733333333,19.8,260.9,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:57:03,37.3301833333333,126.34995,19.8,261.2,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:57:09,37.3301333333333,126.3495,19.8,261.2,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:57:14,37.33005,126.348816666667,19.7,261.2,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:57:38,37.3297,126.346083333333,19.9,260.8,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:57:39,37.3296833333333,126.345915,19.8,260.7,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:57:51,37.3295166666667,126.344666666667,19.7,260.9,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:57:57,37.3294333333333,126.343933333333,19.8,261.0,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:58:14,37.3292,126.342016666667,19.7,261.7,263
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:58:18,37.32915,126.341683333333,19.8,261.0,262
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:58:27,37.329,126.34065,19.7,258.1,258
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:58:38,37.32875,126.339433333333,19.5,252.2,251
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:58:39,37.3287166666667,126.339333333333,19.5,251.5,250
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:58:40,37.3286833333333,126.339233333333,19.4,250.9,249
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:58:43,37.3285833333333,126.33885,19.3,248.5,247
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:58:51,37.3283333333333,126.3382,19.0,243.8,241
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:58:53,37.3282,126.337866666667,18.8,241.0,239
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:58:55,37.32815,126.337766666667,18.9,240.5,238
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:58:57,37.32805,126.337533333333,18.8,238.5,236
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:59:03,37.3277333333333,126.33695,18.5,234.9,233
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:59:05,37.3276833333333,126.336866666667,18.5,234.4,233
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:59:06,37.3275833333333,126.336681666667,18.5,233.4,232
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:59:14,37.3271666666667,126.336,18.5,232.5,231
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:59:17,37.3270666666667,126.335833333333,18.6,232.1,231
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:59:18,37.3269333333333,126.335616666667,18.5,231.5,231
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:59:27,37.3265333333333,126.334983333333,18.7,232.0,232
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:59:28,37.3264,126.334766666667,18.7,232.1,233
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:59:31,37.3263333333333,126.334683333333,18.7,232.4,233
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:59:39,37.3258166666667,126.3338,19.1,233.2,234
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:59:50,37.3252833333333,126.332916666667,19.2,233.4,235
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:59:57,37.3248666666667,126.332183333333,19.3,234.9,235
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 18:59:57,37.3248166666667,126.332083333333,19.3,234.7,235
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 19:00:03,37.3245833333333,126.331683333333,19.4,234.1,235
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 19:00:14,37.3240166666667,126.33065,19.5,235.3,236
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 19:00:16,37.3239666666667,126.330566666667,19.5,235.6,236
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 19:00:27,37.3234,126.329533333333,19.6,236.1,236
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 19:00:39,37.3227166666667,126.32825,19.7,235.9,236
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 19:00:50,37.3221666666667,126.3272,19.7,235.9,236
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 19:01:03,37.3214833333333,126.325966666667,19.7,235.8,236
QQNQcWMDznFEjccPBIYSVw==,2020-02-07 19:01:09,37.3212,126.325433333333,19.8,235.6,236
