MMSI,일시,위도,경도,SOG,COG,Heading
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:20:20,37.3350333333333,126.387516666667,18.5,259.6,261
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:20:32,37.33485,126.3863,18.5,259.6,261
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:20:38,37.3347666666667,126.3856,18.6,259.7,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:20:45,37.3346666666667,126.385016666667,18.6,259.5,261
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:20:50,37.3346,126.3845,18.6,259.4,261
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:21:02,37.3344,126.383166666667,18.5,259.2,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:21:09,37.3342833333333,126.382383333333,18.5,259.0,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:21:20,37.3341,126.381266666667,18.5,258.4,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:21:32,37.3338833333333,126.379916666667,18.5,258.4,259
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:21:38,37.3338,126.379383333333,18.5,258.5,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:21:45,37.3336833333333,126.3786,18.5,258.5,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:21:50,37.3336,126.378166666667,18.5,258.4,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:21:56,37.3334833333333,126.377383333333,18.5,258.6,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:22:02,37.3334,126.37685,18.5,258.7,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:22:09,37.3332666666667,126.376066666667,18.5,258.9,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:22:15,37.3331666666667,126.375433333333,18.5,259.0,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:22:32,37.3329,126.373733333333,18.5,259.2,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:22:38,37.3327833333333,126.372933333333,18.5,259.4,261
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:22:45,37.3326833333333,126.372248333333,18.5,259.2,261
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:22:50,37.3326,126.371716666667,18.5,259.4,261
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:22:56,37.3325,126.371033333333,18.5,259.5,261
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:23:02,37.3324166666667,126.3705,18.5,259.3,261
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:23:09,37.3323,126.36975,18.5,259.3,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:23:15,37.3322,126.369116666667,18.4,259.2,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:23:21,37.3321333333333,126.3686,18.5,259.0,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:23:27,37.3320166666667,126.367916666667,18.5,258.9,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:23:38,37.33185,126.366766666667,18.4,258.9,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:23:45,37.3317333333333,126.366083333333,18.4,259.1,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:23:56,37.33155,126.364815,18.5,259.1,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:24:02,37.3314333333333,126.364116666667,18.5,259.1,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:24:08,37.3313666666667,126.3636,18.5,259.2,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:24:15,37.3312666666667,126.362966666667,18.5,259.1,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:24:21,37.3311333333333,126.362166666667,18.5,259.1,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:24:27,37.3310333333333,126.361466666667,18.5,259.4,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:24:32,37.3309666666667,126.36105,18.5,258.9,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:24:38,37.33085,126.360316666667,18.6,259.1,259
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:24:45,37.3307666666667,126.359783333333,18.5,259.2,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:24:51,37.3306833333333,126.35915,18.5,259.2,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:24:56,37.33055,126.35835,18.5,259.4,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:25:02,37.3304833333333,126.357815,18.6,259.3,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:25:08,37.3303833333333,126.357133333333,18.6,259.3,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:25:15,37.3302833333333,126.3565,18.6,259.6,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:25:21,37.3302,126.355916666667,18.7,259.5,261
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:25:27,37.3301,126.355281666667,18.7,259.7,261
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:25:38,37.3299166666667,126.354,18.7,259.5,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:25:45,37.3298166666667,126.3533,18.6,259.3,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:25:51,37.3297166666667,126.3526,18.6,259.1,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:25:56,37.3296333333333,126.352083333333,18.6,259.1,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:26:02,37.3295333333333,126.35145,18.6,259.1,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:26:08,37.3294333333333,126.350766666667,18.6,259.0,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:26:15,37.3293333333333,126.350081666667,18.5,259.0,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:26:21,37.3292333333333,126.349433333333,18.6,258.9,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:26:27,37.3291333333333,126.3488,18.6,258.9,259
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:26:32,37.32905,126.348283333333,18.6,259.2,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:26:38,37.3289666666667,126.34765,18.6,258.9,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:26:45,37.32885,126.346948333333,18.6,259.1,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:26:51,37.32875,126.3463,18.6,259.3,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:26:56,37.32865,126.345615,18.6,259.3,260
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:15,37.32835,126.3438,18.6,256.4,256
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:21,37.3282,126.343116666667,18.6,253.8,253
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:22,37.3281833333333,126.343016666667,18.5,253.4,253
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:25,37.3281166666667,126.34275,18.5,252.6,252
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:27,37.32805,126.3425,18.4,251.7,252
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:29,37.3280166666667,126.34235,18.4,250.9,251
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:31,37.32795,126.3421,18.3,250.2,251
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:34,37.32785,126.341748333333,18.4,250.3,250
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:37,37.3277666666667,126.3415,18.4,249.7,249
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:39,37.3277,126.34125,18.4,248.9,248
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:41,37.3276166666667,126.340998333333,18.4,247.4,247
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:43,37.3275666666667,126.340848333333,18.3,247.3,246
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:45,37.3275333333333,126.34075,18.3,246.0,245
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:46,37.3274333333333,126.340516666667,18.3,245.0,244
QQNQcWMDznFEjccPBIYSVw==,2020-09-25 18:27:53,37.3272,126.3399,18.2,242.3,241
