MMSI,일시,위도,경도,SOG,COG,Heading,거리
7p/lF50CFcWUPEpFZhJ7SQ==,2020-03-10 00:21:14,35.0662483333333,129.008991666667,0.0,360.0,328,5.329138595796524
ZRZ3z57nB/VYZ9a8TUFoPg==,2020-03-10 00:21:14,35.0334,129.132916666667,7.9,236.8,235,8.482353618374367
McSRVfwQgs01icJ75bOrTA==,2020-03-10 00:21:14,35.078835,128.993393333333,0.0,250.1,511,6.398038946410667
CIua8RLUPGGA/95iwHa5FQ==,2020-03-10 00:21:14,35.0980366666667,129.064868333333,0.0,158.0,511,1.5586131506449887
Q0H8h8OnqFT5YT5shKtogA==,2020-03-10 00:21:15,35.076225,128.79521,0.7,294.0,268,24.469659409925715
KveWBFM4U1kc1gEy0XGjiA==,2020-03-10 00:21:15,35.475835,129.402495,0.0,151.6,511,53.293778952965845
RAb8Gy1WlpJNld1OqrEHHQ==,2020-03-10 00:21:15,35.0828583333333,128.993106666667,0.0,105.0,511,6.407203691961143
qwd6zWiXAaMNy8WnyC+ztw==,2020-03-10 00:21:15,35.0609283333333,129.033058333333,7.7,178.3,177,3.778645672342054
NOqZW0lkww1HNis9FqiV+A==,2020-03-10 00:21:15,34.8854683333333,128.700188333333,0.0,360.0,511,39.81687693249051
Q0H8h8OnqFT5YT5shKtogA==,2020-03-10 00:21:15,35.076225,128.79521,0.7,294.0,268,24.47252628471887
KveWBFM4U1kc1gEy0XGjiA==,2020-03-10 00:21:15,35.475835,129.402495,0.0,151.6,511,53.292563977232895
RAb8Gy1WlpJNld1OqrEHHQ==,2020-03-10 00:21:15,35.0828583333333,128.993106666667,0.0,105.0,511,6.4100784614951944
qwd6zWiXAaMNy8WnyC+ztw==,2020-03-10 00:21:15,35.0609283333333,129.033058333333,7.7,178.3,177,3.780379568596975
NOqZW0lkww1HNis9FqiV+A==,2020-03-10 00:21:15,34.8854683333333,128.700188333333,0.0,360.0,511,39.81897851452059
JN2qBUBPgaa02OjaSeZE5Q==,2020-03-10 00:21:16,35.0995666666667,129.0612,0.0,128.0,511,1.721428889246519
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:21:17,35.5249783333333,129.444111666667,0.0,12.6,113,59.92909088426437
kDBnSuGX6kYxXd2T/S1C8Q==,2020-03-10 00:21:17,34.66202,129.066296666667,0.8,291.4,137,46.82818092166123
r7LfpHekoIyTij9iNfdK/A==,2020-03-10 00:21:17,35.0576483333333,128.998076666667,0.0,360.0,511,6.6387879976524085
FlqTijHDY36eYmT36fyQoQ==,2020-03-10 00:21:17,35.0838016666667,129.004946666667,0.0,132.0,18,5.326353076121126
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:21:17,35.5249783333333,129.444111666667,0.0,12.6,113,59.9398192544887
kDBnSuGX6kYxXd2T/S1C8Q==,2020-03-10 00:21:17,34.66202,129.066296666667,0.8,291.4,137,46.82251065137346
r7LfpHekoIyTij9iNfdK/A==,2020-03-10 00:21:17,35.0576483333333,128.998076666667,0.0,360.0,511,6.62684704846734
FlqTijHDY36eYmT36fyQoQ==,2020-03-10 00:21:17,35.0838016666667,129.004946666667,0.0,132.0,18,5.315832193944378
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:21:17,35.5249783333333,129.444111666667,0.0,12.6,113,59.93161573283344
kDBnSuGX6kYxXd2T/S1C8Q==,2020-03-10 00:21:17,34.66202,129.066296666667,0.8,291.4,137,46.82876569908211
r7LfpHekoIyTij9iNfdK/A==,2020-03-10 00:21:17,35.0576483333333,128.998076666667,0.0,360.0,511,6.634398679586945
FlqTijHDY36eYmT36fyQoQ==,2020-03-10 00:21:17,35.0838016666667,129.004946666667,0.0,132.0,18,5.3211890725334845
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:21:17,35.5249783333333,129.444111666667,0.0,12.6,113,59.943229173503305
kDBnSuGX6kYxXd2T/S1C8Q==,2020-03-10 00:21:17,34.66202,129.066296666667,0.8,291.4,137,46.81639263385972
r7LfpHekoIyTij9iNfdK/A==,2020-03-10 00:21:17,35.0576483333333,128.998076666667,0.0,360.0,511,6.626607006982241
FlqTijHDY36eYmT36fyQoQ==,2020-03-10 00:21:17,35.0838016666667,129.004946666667,0.0,132.0,18,5.318538915333754
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:21:17,35.5249783333333,129.444111666667,0.0,12.6,113,59.94572784722122
kDBnSuGX6kYxXd2T/S1C8Q==,2020-03-10 00:21:17,34.66202,129.066296666667,0.8,291.4,137,46.81474029571261
r7LfpHekoIyTij9iNfdK/A==,2020-03-10 00:21:17,35.0576483333333,128.998076666667,0.0,360.0,511,6.62409966927184
FlqTijHDY36eYmT36fyQoQ==,2020-03-10 00:21:17,35.0838016666667,129.004946666667,0.0,132.0,18,5.316556327153574
lgUpmIdgb/uQhvCyW+QiZw==,2020-03-10 00:21:18,34.9424,129.500733333333,13.5,230.0,233,42.91384418240764
GIJ16soGSLqWaUHEyCTIaw==,2020-03-10 00:21:19,35.087915,129.43288,5.8,221.0,221,33.714460921981754
pZgHcCQNxyoLdLOX4dhtFQ==,2020-03-10 00:21:19,35.0956616666667,129.474566666667,0.9,23.9,152,37.53356106871288
c2YvZtQ/z+e0LqCxqJWsNQ==,2020-03-10 00:21:19,35.0997916666667,129.06115,0.0,321.0,511,1.7555049748369858
KgjoMKzQtV7+C6LMemncyQ==,2020-03-10 00:21:19,35.0803633333333,129.003846666667,0.0,70.5,355,5.428635932048493
GIJ16soGSLqWaUHEyCTIaw==,2020-03-10 00:21:19,35.087915,129.43288,5.8,221.0,221,33.71307971109114
pZgHcCQNxyoLdLOX4dhtFQ==,2020-03-10 00:21:19,35.0956616666667,129.474566666667,0.9,23.9,152,37.53216044781043
c2YvZtQ/z+e0LqCxqJWsNQ==,2020-03-10 00:21:19,35.0997916666667,129.06115,0.0,321.0,511,1.7547322188296384
KgjoMKzQtV7+C6LMemncyQ==,2020-03-10 00:21:19,35.0803633333333,129.003846666667,0.0,70.5,355,5.430069577840252
4KdQUtyGiO2kQ5R9N3Ol4w==,2020-03-10 00:21:22,35.0976666666667,129.0657,0.0,61.9,0,1.5287820945540855
bv44fr2kkSVIMCRHkoRhlQ==,2020-03-10 00:21:22,35.0828,128.993216666667,0.0,128.9,187,6.391672588873584
CIua8RLUPGGA/95iwHa5FQ==,2020-03-10 00:21:22,35.0980366666667,129.064866666667,0.0,276.0,511,1.5605817909184072
Q0H8h8OnqFT5YT5shKtogA==,2020-03-10 00:21:23,35.076235,128.795161666667,0.8,290.1,267,24.47681494015016
7p/lF50CFcWUPEpFZhJ7SQ==,2020-03-10 00:21:24,35.06625,129.008991666667,0.0,360.0,328,5.323032940355029
Na1KG4x44GiA7NoI6rKu+A==,2020-03-10 00:21:24,35.0829666666667,128.993045,0.0,348.7,185,6.396723152133358
RAb8Gy1WlpJNld1OqrEHHQ==,2020-03-10 00:21:24,35.0828566666667,128.993108333333,0.0,100.6,511,6.391200673329231
QVolkHAoZ1GeOr4vgBM+RA==,2020-03-10 00:21:24,35.0684216666667,129.007406666667,0.0,0.0,325,5.374797430823
ZRZ3z57nB/VYZ9a8TUFoPg==,2020-03-10 00:21:24,35.0332,129.13255,7.8,236.3,235,8.48032787127323
McSRVfwQgs01icJ75bOrTA==,2020-03-10 00:21:24,35.078835,128.993393333333,0.0,250.1,511,6.390485388269724
juA2dq+E82VLHPvupVGohg==,2020-03-10 00:21:24,35.1031616666667,129.059698333333,0.0,40.8,511,2.140386041420498
KveWBFM4U1kc1gEy0XGjiA==,2020-03-10 00:21:26,35.4758283333333,129.402495,0.0,151.6,511,53.29421190035768
NOqZW0lkww1HNis9FqiV+A==,2020-03-10 00:21:26,34.8854683333333,128.70019,0.0,360.0,511,39.81699320838361
KveWBFM4U1kc1gEy0XGjiA==,2020-03-10 00:21:26,35.4758283333333,129.402495,0.0,151.6,511,53.30272901067037
NOqZW0lkww1HNis9FqiV+A==,2020-03-10 00:21:26,34.8854683333333,128.70019,0.0,360.0,511,39.80840408382663
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:21:28,35.52498,129.444115,0.0,12.6,113,59.93625362552358
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:21:28,35.52498,129.444115,0.0,12.6,113,59.94624211807866
lgUpmIdgb/uQhvCyW+QiZw==,2020-03-10 00:21:29,34.94195,129.500083333333,13.5,230.0,233,42.87096070847337
r7LfpHekoIyTij9iNfdK/A==,2020-03-10 00:21:29,35.0576566666667,128.998075,0.0,360.0,511,6.635461791079216
c2YvZtQ/z+e0LqCxqJWsNQ==,2020-03-10 00:21:29,35.0997933333333,129.061146666667,0.0,262.4,511,1.7514122763938837
U1u1DOCr5w6nJBK6gwk3kQ==,2020-03-10 00:21:29,35.0974366666667,129.066128333333,0.0,307.6,125,1.5006344123727666
KveWBFM4U1kc1gEy0XGjiA==,2020-03-10 00:21:35,35.4758233333333,129.402498333333,0.0,151.6,511,53.28769015333836
JN2qBUBPgaa02OjaSeZE5Q==,2020-03-10 00:21:35,35.0995666666667,129.0612,0.0,131.0,511,1.717949559882395
bK8F48ndh8Dl9Bu3oieW5A==,2020-03-10 00:21:35,35.09782,129.065398333333,102.3,360.0,511,1.523175448088175
qwd6zWiXAaMNy8WnyC+ztw==,2020-03-10 00:21:36,35.0601933333333,129.033098333333,8.1,178.6,177,3.8129178406678323
NOqZW0lkww1HNis9FqiV+A==,2020-03-10 00:21:36,34.8854683333333,128.700193333333,0.0,360.0,511,39.79871374364928
kDBnSuGX6kYxXd2T/S1C8Q==,2020-03-10 00:21:37,34.6620533333333,129.066218333333,0.7,292.5,137,46.824127451683516
r9+vkjr6Ce49w8ER47wLnw==,2020-03-10 00:21:37,35.1001983333333,129.06018,0.0,275.2,511,1.8055525363685025
OQWhZ2KDK8gVib/IGXBJjw==,2020-03-10 00:21:37,35.0633183333333,129.011198333333,0.0,360.0,16,5.2783608858465305
kDBnSuGX6kYxXd2T/S1C8Q==,2020-03-10 00:21:37,34.6620533333333,129.066218333333,0.7,292.5,137,46.82517872831638
r9+vkjr6Ce49w8ER47wLnw==,2020-03-10 00:21:37,35.1001983333333,129.06018,0.0,275.2,511,1.8060624856858607
OQWhZ2KDK8gVib/IGXBJjw==,2020-03-10 00:21:37,35.0633183333333,129.011198333333,0.0,360.0,16,5.288006486400323
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:21:38,35.52498,129.444121666667,0.0,12.6,113,59.93786334117763
r7LfpHekoIyTij9iNfdK/A==,2020-03-10 00:21:38,35.0576533333333,128.998071666667,0.0,360.0,511,6.628345905621283
lgUpmIdgb/uQhvCyW+QiZw==,2020-03-10 00:21:40,34.9414666666667,129.49945,13.5,230.0,233,42.841895143757064
GIJ16soGSLqWaUHEyCTIaw==,2020-03-10 00:21:40,35.0874316666667,129.432546666667,5.8,221.0,221,33.67924986221132
pZgHcCQNxyoLdLOX4dhtFQ==,2020-03-10 00:21:40,35.095735,129.474611666667,0.9,25.1,150,37.5336114827795
uu30XIvAe9g4uvSQozBJNQ==,2020-03-10 00:21:40,34.9323666666667,129.1056,0.6,177.0,144,17.268680590884543
J9/C7dJeuSSHYKqz+eHZ4g==,2020-03-10 00:21:41,35.1249716666667,129.580968333333,1.2,171.9,160,47.4097247236801
4KdQUtyGiO2kQ5R9N3Ol4w==,2020-03-10 00:21:42,35.0976666666667,129.0657,0.0,61.9,0,1.5266451352201964
bv44fr2kkSVIMCRHkoRhlQ==,2020-03-10 00:21:42,35.0828,128.993216666667,0.0,128.9,187,6.390051993519259
4KdQUtyGiO2kQ5R9N3Ol4w==,2020-03-10 00:21:42,35.0976666666667,129.0657,0.0,61.9,0,1.5215000898497766
bv44fr2kkSVIMCRHkoRhlQ==,2020-03-10 00:21:42,35.0828,128.993216666667,0.0,128.9,187,6.396678363631874
tqw8sxkjzl4hK3OXFXSwZg==,2020-03-10 00:21:43,34.5601216666667,128.964046666667,1.1,173.1,307,58.83898612526194
McSRVfwQgs01icJ75bOrTA==,2020-03-10 00:21:43,35.078835,128.993393333333,0.0,250.1,511,6.4107178075783855
CIua8RLUPGGA/95iwHa5FQ==,2020-03-10 00:21:43,35.0980383333333,129.064866666667,0.0,357.0,511,1.5481358030055796
pi8MdWlt5QpyQRqXIwVcLA==,2020-03-10 00:21:43,35.0680583333333,129.042086666667,0.1,189.0,5,2.637690993059314
tqw8sxkjzl4hK3OXFXSwZg==,2020-03-10 00:21:43,34.5601216666667,128.964046666667,1.1,173.1,307,58.82950845922452
McSRVfwQgs01icJ75bOrTA==,2020-03-10 00:21:43,35.078835,128.993393333333,0.0,250.1,511,6.394925829932977
CIua8RLUPGGA/95iwHa5FQ==,2020-03-10 00:21:43,35.0980383333333,129.064866666667,0.0,357.0,511,1.556707813051818
pi8MdWlt5QpyQRqXIwVcLA==,2020-03-10 00:21:43,35.0680583333333,129.042086666667,0.1,189.0,5,2.6216218653565395
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:21:46,35.52498,129.444121666667,0.0,12.6,113,59.92554029425822
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:21:46,35.52498,129.444121666667,0.0,12.6,113,59.9516709411893
lgUpmIdgb/uQhvCyW+QiZw==,2020-03-10 00:21:48,34.9411833333333,129.498966666667,13.5,230.0,233,42.81055710839754
kDBnSuGX6kYxXd2T/S1C8Q==,2020-03-10 00:21:48,34.6620733333333,129.066165,0.8,291.8,137,46.81576693292976
CKNyWVGia9yjgwJMpt/JQA==,2020-03-10 00:21:48,35.083405,128.994901666667,0.0,190.5,511,6.235285145673512
r7LfpHekoIyTij9iNfdK/A==,2020-03-10 00:21:48,35.0576583333333,128.998073333333,0.0,360.0,511,6.629029078410731
KgjoMKzQtV7+C6LMemncyQ==,2020-03-10 00:21:48,35.0803633333333,129.003843333333,0.0,39.4,355,5.435057115617387
pZgHcCQNxyoLdLOX4dhtFQ==,2020-03-10 00:21:49,35.09577,129.474635,0.9,26.7,150,37.53736569787773
c2YvZtQ/z+e0LqCxqJWsNQ==,2020-03-10 00:21:49,35.0997916666667,129.06115,0.0,251.9,511,1.749532663137604
re8aVtHSGuSR0ORXGufzkw==,2020-03-10 00:21:50,35.0804283333333,129.00413,0.0,0.0,511,5.407576108183401
J9/C7dJeuSSHYKqz+eHZ4g==,2020-03-10 00:21:52,35.1249166666667,129.580976666667,1.2,172.4,160,47.41610811585719
tqw8sxkjzl4hK3OXFXSwZg==,2020-03-10 00:21:52,34.5600733333333,128.964053333333,1.1,172.7,307,58.835352902187054
bv44fr2kkSVIMCRHkoRhlQ==,2020-03-10 00:21:52,35.0828,128.993216666667,0.0,128.9,187,6.391311445312131
ZRZ3z57nB/VYZ9a8TUFoPg==,2020-03-10 00:21:54,35.0326166666667,129.131516666667,7.8,235.5,235,8.445241610013726
qwd6zWiXAaMNy8WnyC+ztw==,2020-03-10 00:21:54,35.059625,129.03315,8.4,176.9,176,3.85804465101012
McSRVfwQgs01icJ75bOrTA==,2020-03-10 00:21:54,35.078835,128.993393333333,0.0,250.1,511,6.398157019162072
juA2dq+E82VLHPvupVGohg==,2020-03-10 00:21:54,35.103155,129.059695,0.0,337.1,511,2.14474692770528
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:21:56,35.52498,129.444118333333,0.0,12.6,113,59.94277970201515
KveWBFM4U1kc1gEy0XGjiA==,2020-03-10 00:21:56,35.4758166666667,129.4025,0.0,151.6,511,53.309244824321645
JN2qBUBPgaa02OjaSeZE5Q==,2020-03-10 00:21:56,35.0995666666667,129.0612,0.0,126.0,511,1.730080505833088
NOqZW0lkww1HNis9FqiV+A==,2020-03-10 00:21:56,34.8854683333333,128.700196666667,0.0,360.0,511,39.799318295942214
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:21:56,35.52498,129.444118333333,0.0,12.6,113,59.92354548936676
KveWBFM4U1kc1gEy0XGjiA==,2020-03-10 00:21:56,35.4758166666667,129.4025,0.0,151.6,511,53.29000174898225
JN2qBUBPgaa02OjaSeZE5Q==,2020-03-10 00:21:56,35.0995666666667,129.0612,0.0,126.0,511,1.7195204319579958
NOqZW0lkww1HNis9FqiV+A==,2020-03-10 00:21:56,34.8854683333333,128.700196666667,0.0,360.0,511,39.8193375431937
kJl4MWz6Ttpr4//b4b+ujA==,2020-03-10 00:21:57,35.0576616666667,128.997985,0.2,0.0,511,6.637762716585466
r7LfpHekoIyTij9iNfdK/A==,2020-03-10 00:21:57,35.0576566666667,128.998075,0.0,360.0,511,6.630640994562919
lgUpmIdgb/uQhvCyW+QiZw==,2020-03-10 00:21:58,34.9407833333333,129.498383333333,13.5,230.0,233,42.779033624859565
lgUpmIdgb/uQhvCyW+QiZw==,2020-03-10 00:21:58,34.9407833333333,129.498383333333,13.5,230.0,233,42.77627293224757
lgUpmIdgb/uQhvCyW+QiZw==,2020-03-10 00:21:58,34.9407833333333,129.498383333333,13.5,230.0,233,42.77474207688822
YS+hKrEf8JrtYb652ltcMA==,2020-03-10 00:22:01,35.0256666666667,129.081683333333,0.1,283.0,7,6.694846576125505
4KdQUtyGiO2kQ5R9N3Ol4w==,2020-03-10 00:22:01,35.0976666666667,129.0657,0.0,61.9,0,1.522224738310536
YS+hKrEf8JrtYb652ltcMA==,2020-03-10 00:22:01,35.0256666666667,129.081683333333,0.1,283.0,7,6.691022911957571
4KdQUtyGiO2kQ5R9N3Ol4w==,2020-03-10 00:22:01,35.0976666666667,129.0657,0.0,61.9,0,1.5263159180584553
J9/C7dJeuSSHYKqz+eHZ4g==,2020-03-10 00:22:02,35.1248583333333,129.580983333333,1.3,174.3,160,47.41330419859655
bv44fr2kkSVIMCRHkoRhlQ==,2020-03-10 00:22:02,35.0827833333333,128.993216666667,0.0,128.9,186,6.394343845883236
m1rtAACjvxHuMXJaoGwZlA==,2020-03-10 00:22:02,35.0999,129.060983333333,0.0,33.9,511,1.7712602415604024
KveWBFM4U1kc1gEy0XGjiA==,2020-03-10 00:22:05,35.4758166666667,129.402503333333,0.0,151.6,511,53.299543577814255
ZRZ3z57nB/VYZ9a8TUFoPg==,2020-03-10 00:22:05,35.03235,129.1311,7.9,235.7,236,8.434457204655558
qwd6zWiXAaMNy8WnyC+ztw==,2020-03-10 00:22:06,35.059155,129.03318,8.4,177.5,178,3.890546242498857
JN2qBUBPgaa02OjaSeZE5Q==,2020-03-10 00:22:06,35.0995666666667,129.061183333333,0.0,132.0,511,1.7328932326086812
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:22:07,35.52498,129.444115,0.0,12.6,113,59.949310049642456
NOqZW0lkww1HNis9FqiV+A==,2020-03-10 00:22:07,34.8854716666667,128.700193333333,0.0,360.0,511,39.79409387846795
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:22:07,35.52498,129.444115,0.0,12.6,113,59.9399023605012
NOqZW0lkww1HNis9FqiV+A==,2020-03-10 00:22:07,34.8854716666667,128.700193333333,0.0,360.0,511,39.804908291237126
lgUpmIdgb/uQhvCyW+QiZw==,2020-03-10 00:22:08,34.9403666666667,129.4978,13.5,229.0,233,42.74461201148768
kDBnSuGX6kYxXd2T/S1C8Q==,2020-03-10 00:22:08,34.6621016666667,129.06608,0.8,288.9,137,46.814235483659104
r7LfpHekoIyTij9iNfdK/A==,2020-03-10 00:22:08,35.0576716666667,128.998073333333,0.0,360.0,511,6.630609915929977
KgjoMKzQtV7+C6LMemncyQ==,2020-03-10 00:22:08,35.0803766666667,129.003848333333,0.0,44.5,355,5.436282634007519
PEOuri54lD4VZSjb+6winw==,2020-03-10 00:22:09,34.9663666666667,128.442683333333,0.0,10.0,42,58.120793178823796
c2YvZtQ/z+e0LqCxqJWsNQ==,2020-03-10 00:22:09,35.0997883333333,129.061155,0.0,195.8,511,1.749580999268791
PEOuri54lD4VZSjb+6winw==,2020-03-10 00:22:09,34.9663666666667,128.442683333333,0.0,10.0,42,58.12121575008812
c2YvZtQ/z+e0LqCxqJWsNQ==,2020-03-10 00:22:09,35.0997883333333,129.061155,0.0,195.8,511,1.7524546884293435
pZgHcCQNxyoLdLOX4dhtFQ==,2020-03-10 00:22:10,35.0958483333333,129.474685,0.9,27.7,148,37.5353658359553
pZgHcCQNxyoLdLOX4dhtFQ==,2020-03-10 00:22:10,35.0958483333333,129.474685,0.9,27.7,148,37.533540350220164
J9/C7dJeuSSHYKqz+eHZ4g==,2020-03-10 00:22:11,35.1248,129.58099,1.3,173.8,160,47.4076291786559
GIJ16soGSLqWaUHEyCTIaw==,2020-03-10 00:22:11,35.08693,129.43188,5.8,221.0,221,33.60684622700051
4KdQUtyGiO2kQ5R9N3Ol4w==,2020-03-10 00:22:11,35.0976666666667,129.0657,0.0,61.9,0,1.518552576922915
bv44fr2kkSVIMCRHkoRhlQ==,2020-03-10 00:22:11,35.0827833333333,128.993216666667,0.0,128.9,186,6.3995140620918045
juA2dq+E82VLHPvupVGohg==,2020-03-10 00:22:12,35.1031566666667,129.059691666667,0.0,267.3,511,2.145054549744278
yoWHaysnEvX7lZX2epSbww==,2020-03-10 00:22:12,35.0779416666667,129.004475,0.0,63.0,353,5.408138884586785
YF+7vaOwMmfy4ptFEYCzFA==,2020-03-10 00:22:12,35.0585466666667,128.982185,0.0,0.0,511,7.921755445839031
eHDSwpfYjeS4X4bvUKGqQQ==,2020-03-10 00:22:14,35.4598916666667,129.372471666667,0.0,51.6,22,50.30267520702373
7p/lF50CFcWUPEpFZhJ7SQ==,2020-03-10 00:22:14,35.0662416666667,129.009008333333,0.0,360.0,328,5.327530207369983
McSRVfwQgs01icJ75bOrTA==,2020-03-10 00:22:14,35.0788366666667,128.993393333333,0.0,250.1,511,6.398142083725599
CIua8RLUPGGA/95iwHa5FQ==,2020-03-10 00:22:14,35.09804,129.064865,0.0,287.0,511,1.5609493341144467
JN2qBUBPgaa02OjaSeZE5Q==,2020-03-10 00:22:16,35.0995666666667,129.061183333333,0.0,131.0,511,1.729389817757043
JN2qBUBPgaa02OjaSeZE5Q==,2020-03-10 00:22:16,35.0995666666667,129.061183333333,0.0,131.0,511,1.733928099397118
JN2qBUBPgaa02OjaSeZE5Q==,2020-03-10 00:22:16,35.0995666666667,129.061183333333,0.0,131.0,511,1.722500731164594
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:22:17,35.52498,129.444111666667,0.0,12.6,113,59.93665005849435
aBA6Ln+vOjecHsEtYcMdxA==,2020-03-10 00:22:17,35.52498,129.444111666667,0.0,12.6,113,59.95640363422046
GIJ16soGSLqWaUHEyCTIaw==,2020-03-10 00:22:19,35.0867633333333,129.431713333333,5.8,221.9,221,33.594387329642856
pZgHcCQNxyoLdLOX4dhtFQ==,2020-03-10 00:22:19,35.0958816666667,129.474708333333,0.8,27.8,147,37.53453161818104
uu30XIvAe9g4uvSQozBJNQ==,2020-03-10 00:22:19,34.9322,129.1056,0.9,172.6,142,17.290634866825425
KgjoMKzQtV7+C6LMemncyQ==,2020-03-10 00:22:19,35.0803733333333,129.003831666667,0.0,22.9,355,5.442916741521461
GIJ16soGSLqWaUHEyCTIaw==,2020-03-10 00:22:19,35.0867633333333,129.431713333333,5.8,221.9,221,33.60779314722996
pZgHcCQNxyoLdLOX4dhtFQ==,2020-03-10 00:22:19,35.0958816666667,129.474708333333,0.8,27.8,147,37.548006745355096
uu30XIvAe9g4uvSQozBJNQ==,2020-03-10 00:22:19,34.9322,129.1056,0.9,172.6,142,17.290743252669397
KgjoMKzQtV7+C6LMemncyQ==,2020-03-10 00:22:19,35.0803733333333,129.003831666667,0.0,22.9,355,5.429355309098949
GIJ16soGSLqWaUHEyCTIaw==,2020-03-10 00:22:19,35.0867633333333,129.431713333333,5.8,221.9,221,33.600474447534644
pZgHcCQNxyoLdLOX4dhtFQ==,2020-03-10 00:22:19,35.0958816666667,129.474708333333,0.8,27.8,147,37.5406343681221
uu30XIvAe9g4uvSQozBJNQ==,2020-03-10 00:22:19,34.9322,129.1056,0.9,172.6,142,17.29127259569638
KgjoMKzQtV7+C6LMemncyQ==,2020-03-10 00:22:19,35.0803733333333,129.003831666667,0.0,22.9,355,5.436798421418053
YS+hKrEf8JrtYb652ltcMA==,2020-03-10 00:22:21,35.0256666666667,129.081683333333,0.0,281.0,7,6.689509603825797
4KdQUtyGiO2kQ5R9N3Ol4w==,2020-03-10 00:22:22,35.0976666666667,129.0657,0.0,61.9,0,1.5287305673855167
CIua8RLUPGGA/95iwHa5FQ==,2020-03-10 00:22:22,35.09804,129.064865,0.0,271.0,511,1.5608361624569298
KveWBFM4U1kc1gEy0XGjiA==,2020-03-10 00:22:26,35.4758216666667,129.402505,0.0,151.6,511,53.2957195121973
ccB7uyu1pF4tflfXOFWjoQ==,2020-03-10 00:22:26,35.0488866666667,129.063676666667,0.2,338.2,37,3.9100652765610104
NOqZW0lkww1HNis9FqiV+A==,2020-03-10 00:22:26,34.8854716666667,128.70019,0.0,360.0,511,39.81531304337759
J9/C7dJeuSSHYKqz+eHZ4g==,2020-03-10 00:22:30,35.124695,129.581001666667,1.3,174.2,160,47.40843487985098
GIJ16soGSLqWaUHEyCTIaw==,2020-03-10 00:22:30,35.0864466666667,129.431396666667,5.8,221.9,221,33.563455120204786
pZgHcCQNxyoLdLOX4dhtFQ==,2020-03-10 00:22:30,35.095915,129.474731666667,0.9,28.5,146,37.53492232790424
bv44fr2kkSVIMCRHkoRhlQ==,2020-03-10 00:22:31,35.0827666666667,128.993216666667,0.0,128.9,186,6.3889790584876485
bv44fr2kkSVIMCRHkoRhlQ==,2020-03-10 00:22:31,35.0827666666667,128.993216666667,0.0,128.9,186,6.3929935852242235
tqw8sxkjzl4hK3OXFXSwZg==,2020-03-10 00:22:32,34.559865,128.964083333333,1.1,171.5,307,58.85721228261654
YS+hKrEf8JrtYb652ltcMA==,2020-03-10 00:22:32,35.0256666666667,129.081683333333,0.0,281.0,7,6.693205887875565
4KdQUtyGiO2kQ5R9N3Ol4w==,2020-03-10 00:22:32,35.0976666666667,129.0657,0.0,61.9,0,1.5249986421592847
CIua8RLUPGGA/95iwHa5FQ==,2020-03-10 00:22:33,35.0980416666667,129.064863333333,0.0,82.0,511,1.5627969056798392
7p/lF50CFcWUPEpFZhJ7SQ==,2020-03-10 00:22:34,35.066235,129.009011666667,0.0,360.0,328,5.330034094098464
Na1KG4x44GiA7NoI6rKu+A==,2020-03-10 00:22:34,35.0829633333333,128.993045,0.0,348.7,186,6.406552511611919
RAb8Gy1WlpJNld1OqrEHHQ==,2020-03-10 00:22:34,35.0828516666667,128.993116666667,0.0,59.0,511,6.400268797062142
ZRZ3z57nB/VYZ9a8TUFoPg==,2020-03-10 00:22:34,35.03175,129.13,7.8,235.4,237,8.409144715516767
McSRVfwQgs01icJ75bOrTA==,2020-03-10 00:22:34,35.0788366666667,128.993393333333,0.0,250.1,511,6.400039984900776
juA2dq+E82VLHPvupVGohg==,2020-03-10 00:22:34,35.1031583333333,129.05969,0.0,261.5,511,2.1445457429481363
bK8F48ndh8Dl9Bu3oieW5A==,2020-03-10 00:22:34,35.0978216666667,129.06538,102.3,360.0,511,1.5392248944356668
KveWBFM4U1kc1gEy0XGjiA==,2020-03-10 00:22:35,35.4758266666667,129.402505,0.0,151.6,511,53.29261170748535
QVolkHAoZ1GeOr4vgBM+RA==,2020-03-10 00:22:35,35.0683833333333,129.007416666667,0.0,0.0,511,5.394532057359087
JN2qBUBPgaa02OjaSeZE5Q==,2020-03-10 00:22:35,35.0995833333333,129.061183333333,0.0,133.0,511,1.721671712432807
qwd6zWiXAaMNy8WnyC+ztw==,2020-03-10 00:22:36,35.057915,129.03324,8.6,178.0,177,3.977652907184192
